<Term> <Document> <Freq> <Weight>
averag doc_219 1 0.213592
averag doc_237 1 0.213592
averag doc_25 1 0.213592
averag doc_264 1 0.128155
averag doc_289 1 0.085437
averag doc_29 3 0.427184
averag doc_380 4 0.569579
averag doc_41 2 0.183079
averag doc_414 1 0.256310
averag doc_418 1 0.142395
averag doc_423 2 0.512621
averag doc_439 1 0.213592
averag doc_443 1 0.320388
averag doc_510 2 0.512621
averag doc_518 1 0.213592
averag doc_567 1 0.183079
averag doc_569 1 0.128155
averag doc_589 3 0.549236
averag doc_6 1 0.256310
averag doc_61 1 0.427184
averag doc_620 1 0.213592
averag doc_63 1 0.213592
averag doc_633 1 0.061026
averag doc_64 1 0.256310
averag doc_686 1 0.128155
averag doc_689 1 0.320388
averag doc_708 2 0.284789
averag doc_75 2 0.366158
averag doc_785 1 0.320388
averag doc_822 1 0.256310
averag doc_832 1 0.427184
averag doc_84 1 0.160194
averag doc_85 1 0.128155
averag doc_872 1 0.160194
averag doc_905 2 0.233009
averag doc_922 1 0.213592
averag doc_959 2 0.233009
averag doc_988 2 0.427184
averag doc_994 2 0.256310
averag doc_999 2 0.233009
avian doc_48 2 0.634560
avian doc_727 1 0.507648
avian doc_747 1 0.634560
avitaminosi doc_1014 1 3.014521
avoid doc_1019 1 0.395462
avoid doc_1033 1 0.395462
avoid doc_251 1 0.329551
avoid doc_252 2 0.659103
avoid doc_356 1 0.494327
avoid doc_358 1 0.219701
avoid doc_641 1 0.282473
avoid doc_740 1 0.329551
avoid doc_789 1 0.494327
avoid doc_826 1 0.395462
avoid doc_923 1 0.494327
awar doc_1003 1 1.119232
awar doc_600 1 0.186539
awar doc_605 1 0.447693
awar doc_794 1 0.746155
awar doc_809 1 0.447693
awar doc_825 1 0.746155
away doc_494 1 0.753630
axi doc_388 1 0.452318
axi doc_994 1 0.271391
axilla doc_796 1 1.507260
axon doc_294 1 0.678478
axon doc_743 2 0.904637
axoplasm doc_280 5 1.884075
azaserin doc_174 1 0.387701
azaserin doc_378 1 0.226159
azathioprin doc_17 1 0.507648
azathioprin doc_368 10 2.538239
azathioprin doc_378 1 0.211520
azid doc_44 3 2.260890
azotaem doc_865 1 0.177325
azotem doc_29 2 0.564053
azotem doc_457 1 0.317280
azotem doc_865 3 0.447924
azotemia doc_25 1 0.423040
azotemia doc_269 1 0.634560
azotemia doc_673 1 0.362606
azothioprin doc_16 2 1.085564
azothioprin doc_375 1 0.678478
azur doc_435 1 0.274047
b doc_1021 1 0.344852
b doc_1031 1 0.197058
b doc_113 1 0.106108
b doc_119 2 0.919604
b doc_13 1 0.459802
b doc_141 1 0.459802
b doc_142 1 0.344852
b doc_15 1 0.172426
b doc_151 2 0.394116
b doc_171 1 0.275881
b doc_173 1 0.344852
b doc_196 1 0.098529
b doc_247 1 0.275881
b doc_25 1 0.229901
b doc_280 1 0.172426
b doc_306 6 1.379406
b doc_308 2 0.275881
b doc_32 1 0.197058
b doc_358 1 0.153267
b doc_41 3 0.295587
b doc_440 1 0.229901
b doc_451 2 0.689703
b doc_455 1 0.229901
b doc_466 1 0.275881
b doc_469 1 0.275881
b doc_47 2 0.919604
b doc_473 1 0.106108
b doc_500 5 0.985290
b doc_503 3 0.689703
b doc_504 1 0.172426
b doc_509 4 0.613069
b doc_535 2 0.551762
b doc_557 3 0.827644
b doc_593 1 0.125401
b doc_594 1 0.172426
b doc_618 1 0.344852
b doc_629 1 0.137941
b doc_765 2 0.689703
b doc_780 1 0.275881
b doc_797 1 0.275881
b doc_811 1 0.098529
b doc_831 2 0.306535
b doc_855 1 0.344852
b doc_905 1 0.125401
b doc_962 1 0.229901
b. doc_137 4 0.320158
b. doc_144 1 0.120059
b. doc_194 4 0.960474
b. doc_196 4 0.480237
b. doc_197 3 0.458408
b. doc_198 1 0.168083
b. doc_199 2 0.210104
b. doc_399 1 0.280138
b. doc_469 1 0.336166
b. doc_473 4 0.517178
b. doc_474 1 0.280138
b. doc_476 1 0.280138
b. doc_479 1 0.336166
b. doc_481 4 0.611211
b. doc_482 1 0.280138
b. doc_483 1 0.560277
b. doc_552 2 0.672332
b. doc_557 1 0.336166
b. doc_731 2 0.672332
b. doc_733 3 0.458408
b. doc_811 1 0.120059
b. doc_841 2 0.224111
babi doc_1012 2 1.057180
babi doc_5 1 0.528590
babi doc_606 2 2.114361
babi doc_608 3 0.906155
babi doc_636 1 0.704787
babi doc_700 2 0.384429
babi doc_740 2 0.704787
babi doc_744 2 1.057180
bac doc_469 1 0.542782
bac doc_477 2 0.542782
bacilli doc_962 1 0.502420
bacillu doc_144 3 0.364419
bacillu doc_145 1 0.566874
bacillu doc_146 1 0.425155
bacillu doc_147 2 0.850311
bacillu doc_194 2 0.485892
bacillu doc_195 4 1.700621
bacillu doc_196 3 0.364419
bacillu doc_197 1 0.154602
bacillu doc_198 2 0.340124
bacillu doc_199 2 0.212578
bacillu doc_22 1 0.850311
bacillu doc_470 1 0.850311
bacillu doc_471 1 0.283437
bacillu doc_472 2 0.309204
bacillu doc_473 1 0.130817
bacillu doc_476 1 0.283437
bacillu doc_478 1 0.283437
bacillu doc_479 1 0.340124
bacillu doc_481 1 0.154602
bacillu doc_482 1 0.283437
bacillu doc_483 1 0.566874
back doc_155 1 0.197449
back doc_378 2 0.361989
back doc_437 1 0.542984
back doc_536 1 0.217194
back doc_806 1 0.542984
back doc_818 1 1.085968
back doc_972 1 0.542984
background doc_107 1 0.176197
background doc_193 1 0.528590
background doc_200 1 0.234929
background doc_203 1 0.704787
background doc_275 1 0.192215
background doc_53 1 1.057180
background doc_789 1 0.528590
background doc_808 1 0.704787
bacteri doc_114 1 0.249037
bacteri doc_122 1 0.217908
bacteri doc_198 5 0.871631
bacteri doc_214 1 0.290544
bacteri doc_426 1 0.249037
bacteri doc_463 1 0.290544
bacteri doc_469 1 0.348652
bacteri doc_470 1 0.871631
bacteri doc_473 3 0.402291
bacteri doc_474 1 0.290544
bacteri doc_475 2 1.743262
bacteri doc_477 1 0.174326
bacteri doc_481 3 0.475435
bacteri doc_726 1 0.435816
bacteri doc_906 2 0.697305
bacteri doc_961 1 0.348652
bacteri doc_963 1 0.348652
bacteri doc_983 1 0.217908
bacteri doc_996 2 0.697305
bacteria doc_1020 1 0.167661
bacteria doc_144 2 0.263467
bacteria doc_179 4 1.844270
bacteria doc_195 1 0.461068
bacteria doc_197 2 0.335322
bacteria doc_198 3 0.553281
bacteria doc_22 1 0.922135
bacteria doc_469 1 0.368854
bacteria doc_471 1 0.307378
bacteria doc_473 3 0.425601
bacteria doc_475 1 0.922135
bacteria doc_632 1 0.368854
bacteria doc_660 1 0.368854
bacteria doc_777 1 0.461068
bacteria doc_902 1 0.263467
bacteriocin doc_197 2 0.548095
bacteriol doc_196 1 0.215323
bacteriolog doc_179 1 0.678478
bacteriolog doc_656 1 0.678478
bacteriophag doc_146 1 0.494327
bacteriophag doc_179 2 0.988654
bacteriophag doc_194 1 0.282473
bacteriophag doc_195 2 0.988654
bacteriophag doc_196 2 0.282473
bacteriophag doc_198 2 0.395462
bacteriophag doc_199 2 0.247163
bacteriophag doc_475 2 1.977308
bacteriophag doc_481 1 0.179755
bacteriophag doc_482 1 0.329551
bacteriophag doc_483 1 0.659103
bacterium doc_198 1 0.301452
baffl doc_816 1 1.004840
baker doc_683 1 0.334947
balanc doc_291 1 0.173235
balanc doc_331 1 0.317598
balanc doc_416 1 0.635196
balanc doc_485 1 0.136113
balanc doc_548 4 1.270392
balanc doc_550 1 0.635196
balanc doc_562 1 0.272227
balanc doc_569 1 0.190559
balanc doc_584 2 0.635196
balanc doc_590 1 0.272227
balanc doc_687 1 0.317598
balanc doc_861 1 0.381118
balanc doc_870 1 0.635196
balantidiasi doc_732 1 0.137024
ball doc_117 2 1.085564
ball doc_403 1 0.339239
balloon doc_1008 1 0.211520
balloon doc_1017 1 0.282027
balloon doc_423 2 1.015295
bancrofti doc_728 2 0.662065
bancrofti doc_737 3 2.317227
bancrofti doc_978 1 1.158614
bancrofti doc_984 1 0.772409
bancrofti doc_987 1 0.128735
band doc_142 2 1.085968
band doc_206 6 0.930829
band doc_481 1 0.197449
band doc_508 1 0.542984
band doc_513 1 0.217194
band doc_748 1 0.271492
band doc_985 1 0.310276
bandag doc_264 1 0.301452
bandrod doc_735 1 1.004840
bangkok doc_733 1 0.246719
bangkok doc_976 1 0.678478
barbitur doc_301 1 0.452318
barbitur doc_89 1 0.452318
bare doc_609 1 0.301452
baroceptor doc_125 2 2.009680
barrett doc_797 1 0.602904
barrier doc_160 2 1.057180
barrier doc_223 1 0.422872
barrier doc_277 1 0.352393
barrier doc_282 3 1.057180
barrier doc_300 2 0.704787
barrier doc_536 2 0.422872
barrier doc_70 1 0.352393
barrier doc_8 1 0.352393
barrow doc_901 1 0.334947
basal doc_126 1 0.247163
basal doc_164 1 0.494327
basal doc_192 1 0.282473
basal doc_241 2 0.659103
basal doc_361 1 0.219701
basal doc_394 1 0.197731
basal doc_466 4 1.581846
basal doc_473 1 0.152101
basal doc_577 1 0.282473
basal doc_67 1 0.395462
basal doc_748 1 0.247163
base doc_102 1 0.238090
base doc_1031 1 0.204077
base doc_135 1 0.476180
base doc_158 1 0.178567
base doc_200 1 0.158727
base doc_243 1 0.129867
base doc_247 1 0.285708
base doc_290 1 0.357135
base doc_309 1 0.714270
base doc_35 1 0.102039
base doc_388 1 0.238090
base doc_390 1 0.204077
base doc_399 1 0.238090
base doc_414 1 0.285708
base doc_416 1 0.476180
base doc_423 1 0.285708
base doc_46 1 0.357135
base doc_473 1 0.109888
base doc_483 1 0.476180
base doc_533 1 0.129867
base doc_545 1 0.357135
base doc_549 1 0.285708
base doc_567 1 0.204077
base doc_591 1 0.357135
base doc_604 1 0.357135
base doc_61 1 0.476180
base doc_625 1 0.142854
base doc_64 2 0.571416
base doc_674 1 0.204077
base doc_711 3 0.428562
base doc_715 1 0.119045
base doc_870 1 0.476180
base doc_899 1 0.357135
base doc_909 1 0.238090
base doc_914 1 0.285708
base doc_935 1 0.714270
base doc_941 1 0.204077
base doc_963 2 0.571416
base doc_970 1 0.476180
base doc_986 1 0.476180
baselin doc_150 2 0.678478
baselin doc_390 1 0.387701
basement doc_11 1 0.579307
basement doc_160 2 1.158614
basement doc_211 2 1.158614
basement doc_288 1 0.386205
basement doc_71 1 0.386205
basi doc_1017 1 0.143204
basi doc_1022 1 0.257768
basi doc_1024 1 0.184120
basi doc_1025 1 0.117167
basi doc_116 1 0.143204
basi doc_122 1 0.161105
basi doc_129 1 0.429613
basi doc_131 1 0.128884
basi doc_164 1 0.322210
basi doc_169 1 0.429613
basi doc_174 1 0.184120
basi doc_184 1 0.429613
basi doc_197 1 0.117167
basi doc_214 1 0.214807
basi doc_217 1 0.429613
basi doc_231 1 0.429613
basi doc_278 1 0.184120
basi doc_291 1 0.117167
basi doc_309 1 0.644420
basi doc_321 1 0.184120
basi doc_354 1 0.429613
basi doc_358 1 0.143204
basi doc_361 1 0.143204
basi doc_368 1 0.128884
basi doc_388 1 0.214807
basi doc_438 1 0.067834
basi doc_458 2 0.286409
basi doc_465 1 0.257768
basi doc_467 1 0.257768
basi doc_468 1 0.644420
basi doc_472 2 0.234335
basi doc_480 1 0.099142
basi doc_488 1 0.214807
basi doc_58 1 0.143204
basi doc_633 1 0.061373
basi doc_675 1 0.071602
basi doc_676 1 0.184120
basi doc_677 1 0.429613
basi doc_688 1 0.322210
basi doc_7 1 0.257768
basi doc_715 1 0.107403
basi doc_718 1 0.257768
basi doc_73 1 0.107403
basi doc_730 1 0.257768
basi doc_767 1 0.644420
basi doc_775 2 0.429613
basi doc_792 1 0.429613
basi doc_815 1 0.429613
basi doc_898 1 0.214807
basi doc_918 1 0.161105
basi doc_920 1 0.429613
basi doc_927 1 0.143204
basi doc_964 1 0.214807
basi doc_967 1 0.644420
basi doc_98 3 0.386652
basi doc_986 1 0.429613
basic doc_114 1 0.267688
basic doc_200 1 0.208202
basic doc_305 1 0.208202
basic doc_395 1 0.234227
basic doc_473 1 0.144140
basic doc_533 1 0.170347
basic doc_551 1 0.234227
basic doc_557 1 0.374764
basic doc_715 3 0.468455
basic doc_718 1 0.374764
basic doc_724 1 0.936909
basic doc_73 1 0.156152
basic doc_836 1 0.234227
basic doc_937 1 0.624606
basophil doc_1009 1 0.217194
basophil doc_1028 1 1.085968
basophil doc_425 3 0.465415
basophil doc_427 2 0.394897
basophil doc_435 2 0.394897
basophil doc_437 1 0.542984
basophil doc_91 1 0.542984
bath doc_212 1 0.334947
batteri doc_110 1 0.634560
batteri doc_218 1 0.230749
batteri doc_98 1 0.253824
bay doc_355 1 0.334947
bean doc_86 1 0.753630
bear doc_1033 1 0.412725
bear doc_110 1 0.515906
bear doc_209 1 0.294804
bear doc_259 1 0.121390
bear doc_398 1 0.515906
bear doc_541 1 0.206363
bear doc_592 3 0.619088
bear doc_743 1 0.343938
bear doc_841 1 0.137575
beat doc_322 1 0.317280
beat doc_415 1 0.423040
beat doc_712 1 0.211520
becam doc_166 1 0.255820
becam doc_264 1 0.179074
becam doc_287 1 0.358148
becam doc_300 1 0.298457
becam doc_350 1 0.596913
becam doc_394 1 0.179074
becam doc_402 1 0.298457
becam doc_426 1 0.255820
becam doc_462 1 0.358148
becam doc_494 1 0.447685
becam doc_576 1 0.298457
becam doc_609 1 0.179074
becam doc_660 1 0.358148
becam doc_702 1 0.447685
becam doc_71 1 0.298457
becam doc_712 1 0.149228
becam doc_856 1 0.162795
beckman doc_237 1 0.452318
beckman doc_289 1 0.180927
becom doc_100 1 0.176020
becom doc_1006 1 0.176020
becom doc_1031 1 0.201166
becom doc_1032 1 0.201166
becom doc_110 1 0.352040
becom doc_116 1 0.156462
becom doc_137 2 0.134110
becom doc_172 1 0.281632
becom doc_199 1 0.088010
becom doc_284 1 0.176020
becom doc_35 1 0.100583
becom doc_365 3 0.704080
becom doc_391 1 0.352040
becom doc_392 1 0.352040
becom doc_393 1 0.234693
becom doc_412 1 0.352040
becom doc_473 1 0.108320
becom doc_476 1 0.234693
becom doc_484 1 0.234693
becom doc_499 1 0.058673
becom doc_511 1 0.201166
becom doc_538 1 0.234693
becom doc_575 1 0.281632
becom doc_608 1 0.201166
becom doc_617 1 0.704080
becom doc_620 1 0.234693
becom doc_624 1 0.234693
becom doc_625 2 0.281632
becom doc_70 1 0.234693
becom doc_732 1 0.064007
becom doc_742 1 0.469386
becom doc_76 1 0.176020
becom doc_776 2 0.352040
becom doc_777 2 0.704080
becom doc_820 1 0.352040
becom doc_839 1 0.352040
becom doc_840 1 0.469386
becom doc_863 1 0.281632
becom doc_872 1 0.176020
becom doc_947 1 0.469386
becom doc_949 1 0.281632
becom doc_984 1 0.469386
bed doc_1032 1 0.331032
bed doc_123 1 0.289653
bed doc_231 1 0.772409
bed doc_379 1 0.331032
bed doc_420 1 0.154482
bedsid doc_386 1 0.678478
bedsid doc_792 1 0.904637
began doc_287 1 0.447693
began doc_322 2 0.559616
began doc_636 1 0.746155
began doc_687 1 0.373077
began doc_841 1 0.149231
began doc_877 2 1.119232
begin doc_1011 1 0.420207
begin doc_1032 1 0.240119
begin doc_14 1 0.336166
begin doc_201 1 0.336166
begin doc_280 1 0.210104
begin doc_293 1 0.168083
begin doc_325 1 0.420207
begin doc_35 1 0.120059
begin doc_350 1 0.560277
begin doc_377 1 0.336166
begin doc_379 1 0.240119
begin doc_477 1 0.168083
begin doc_492 1 0.420207
begin doc_512 2 0.420207
begin doc_589 1 0.240119
begin doc_6 1 0.336166
begin doc_615 1 0.280138
begin doc_777 1 0.420207
begin doc_817 1 0.336166
begin doc_901 1 0.186759
begin doc_927 1 0.186759
begin doc_943 1 0.240119
begun doc_273 1 0.634560
begun doc_703 1 1.269119
begun doc_770 1 1.269119
behav doc_155 2 0.421314
behav doc_336 1 0.289653
behav doc_379 1 0.331032
behav doc_417 1 0.257470
behav doc_63 1 0.386205
behavior doc_110 1 0.387353
behavior doc_15 1 0.193677
behavior doc_205 2 0.442689
behavior doc_259 2 0.182284
behavior doc_307 1 0.516471
behavior doc_35 2 0.221345
behavior doc_36 4 1.549412
behavior doc_428 1 0.172157
behavior doc_484 1 0.258235
behavior doc_490 1 0.258235
behavior doc_493 1 0.774706
behavior doc_494 1 0.387353
behavior doc_55 1 0.387353
behavior doc_574 1 0.516471
behavior doc_606 1 0.774706
behavior doc_608 2 0.442689
behavior doc_612 1 0.221345
behavior doc_631 2 0.619765
behavior doc_799 2 0.344314
behavior doc_805 1 0.258235
behavior doc_806 1 0.387353
behavior doc_809 2 0.619765
behavior doc_813 1 0.516471
behavior doc_814 2 1.032941
behavior doc_888 4 1.032941
behavior doc_921 8 1.549412
behavior doc_926 1 0.154941
behavior doc_963 1 0.309882
behavior doc_97 1 0.309882
behavior doc_99 2 0.258235
behaviour doc_358 3 0.772409
behaviour doc_45 1 0.463445
behaviour doc_810 1 0.463445
behaviour doc_811 4 0.662065
behaviour doc_821 1 0.331032
behind doc_358 1 0.268191
behind doc_380 1 0.268191
behind doc_590 1 0.344817
behind doc_88 1 0.603430
bei doc_674 1 0.430646
beim doc_545 2 1.507260
bel doc_438 1 0.158659
belief doc_287 1 0.507648
belief doc_491 1 0.634560
belief doc_865 1 0.149308
believ doc_1004 1 0.170062
believ doc_1019 1 0.340124
believ doc_11 1 0.425155
believ doc_284 1 0.212578
believ doc_318 1 0.850311
believ doc_438 1 0.089506
believ doc_444 1 0.170062
believ doc_531 1 0.425155
believ doc_661 1 0.340124
believ doc_672 1 0.425155
believ doc_687 1 0.283437
believ doc_699 1 0.283437
believ doc_710 1 0.566874
believ doc_748 1 0.212578
believ doc_774 1 0.566874
believ doc_780 1 0.340124
believ doc_782 1 0.425155
believ doc_805 1 0.283437
believ doc_806 2 0.850311
believ doc_82 1 0.566874
believ doc_820 1 0.425155
bell doc_399 1 0.452318
bell doc_721 2 1.085564
belong doc_501 1 0.603430
belong doc_732 1 0.109714
belong doc_74 1 1.206859
belong doc_837 1 0.603430
bend doc_356 1 0.753630
benda doc_709 1 0.753630
bendrofluazid doc_550 1 1.004840
bene doc_774 1 1.004840
beneath doc_1032 4 1.550806
beneath doc_122 1 0.339239
benefici doc_1000 1 0.352393
benefici doc_25 1 0.352393
benefici doc_273 1 0.528590
benefici doc_368 2 0.422872
benefici doc_517 1 0.302052
benefici doc_569 1 0.211436
benefici doc_691 1 0.528590
benefici doc_832 1 0.704787
benefit doc_1000 1 0.361989
benefit doc_364 1 0.217194
benefit doc_603 1 0.197449
benefit doc_621 1 1.085968
benefit doc_789 1 0.542984
benefit doc_989 1 0.310276
benefit doc_995 1 0.434387
benign doc_228 4 1.241106
benign doc_229 2 0.542984
benign doc_32 4 1.241106
benign doc_399 1 0.361989
benign doc_441 2 1.085968
benign doc_444 5 1.085968
benign doc_449 1 0.542984
benjamin doc_202 2 1.004840
bent doc_193 1 0.678478
bent doc_694 1 0.301546
benton doc_218 1 0.274047
bentonit doc_981 1 0.904637
bentonit doc_983 2 0.678478
benzanthracen doc_670 2 0.861292
benzen doc_528 1 0.301452
benzo doc_155 1 0.274047
benzpyren doc_531 1 0.634560
benzpyren doc_538 1 0.423040
benzpyren doc_65 1 0.317280
ber doc_319 1 0.904637
ber doc_485 1 0.193851
beringei doc_732 2 0.274047
berson doc_601 1 0.602904
berzeliu doc_45 1 0.602904
beset doc_800 1 1.004840
besid doc_200 1 0.268191
besid doc_237 1 0.402286
besid doc_360 1 0.804573
besid doc_74 1 1.206859
best doc_1033 1 0.315711
best doc_107 1 0.131546
best doc_14 1 0.315711
best doc_164 1 0.394639
best doc_195 1 0.394639
best doc_198 1 0.157856
best doc_287 1 0.315711
best doc_305 1 0.175395
best doc_401 1 0.157856
best doc_438 1 0.083082
best doc_495 1 0.225508
best doc_560 1 0.394639
best doc_617 1 0.789279
best doc_699 1 0.263093
best doc_709 1 0.394639
best doc_736 1 0.263093
best doc_758 1 0.263093
best doc_779 1 0.789279
best doc_799 1 0.175395
best doc_806 1 0.394639
best doc_826 1 0.315711
best doc_90 1 0.197320
best doc_907 1 0.131546
best doc_919 1 0.315711
best doc_934 1 0.263093
best doc_97 1 0.315711
best doc_992 1 0.225508
best doc_995 1 0.315711
beta doc_196 1 0.215323
bete doc_687 1 0.502420
better doc_1010 1 0.860699
better doc_124 1 0.573799
better doc_200 1 0.191266
better doc_239 1 0.860699
better doc_29 1 0.191266
better doc_326 1 0.156491
better doc_492 1 0.430350
better doc_536 2 0.344280
better doc_605 1 0.344280
better doc_617 1 0.860699
better doc_66 2 0.430350
better doc_67 1 0.344280
better doc_715 1 0.143450
better doc_718 1 0.344280
better doc_780 1 0.344280
better doc_867 1 0.573799
better doc_907 2 0.286900
better doc_918 1 0.215175
better doc_920 1 0.573799
better doc_997 1 0.245914
bever doc_618 1 0.753630
beyond doc_123 1 0.257953
beyond doc_245 1 0.257953
beyond doc_255 1 0.229292
beyond doc_282 1 0.343938
beyond doc_362 1 0.412725
beyond doc_685 1 0.687875
beyond doc_784 1 0.294804
beyond doc_786 1 1.031813
beyond doc_796 1 1.031813
bi doc_297 1 0.507648
bi doc_547 1 0.507648
bi doc_614 1 0.362606
bibliograph doc_361 1 0.334947
bibliographi doc_528 1 0.271391
bibliographi doc_981 1 0.904637
bicarbon doc_416 1 0.804573
bicarbon doc_550 1 0.804573
bicarbon doc_64 1 0.482744
bicarbon doc_865 1 0.141983
bid doc_487 1 1.004840
bidirect doc_862 1 0.231886
bielschow doc_664 1 0.602904
bielschowski doc_664 1 0.602904
bifida doc_707 1 0.846080
bifida doc_719 4 1.450422
bifida doc_973 1 0.634560
big doc_28 1 0.452318
big doc_612 1 0.387701
bij doc_636 1 1.004840
bilater doc_1023 2 1.193827
bilater doc_104 2 0.397942
bilater doc_18 2 1.193827
bilater doc_230 1 0.255820
bilater doc_284 1 0.223843
bilater doc_294 1 0.447685
bilater doc_303 2 0.447685
bilater doc_34 1 0.895370
bilater doc_353 3 0.895370
bilater doc_378 1 0.149228
bilater doc_558 1 0.447685
bilater doc_722 2 0.895370
bilater doc_834 1 0.223843
bilater doc_852 1 0.596913
bilater doc_877 3 1.343055
bilater doc_90 2 0.447685
bilater doc_937 2 1.193827
bile doc_1008 5 0.880984
bile doc_1016 7 2.114361
bile doc_1017 3 0.704787
bile doc_1018 1 0.264295
bile doc_672 1 0.528590
bile doc_740 3 1.057180
bile doc_742 1 0.704787
bile doc_765 2 1.057180
bilharziasi doc_119 3 3.014521
bili doc_745 2 1.507260
biliari doc_1004 2 0.358148
biliari doc_1008 4 0.596913
biliari doc_1010 1 0.895370
biliari doc_1012 2 0.895370
biliari doc_1014 1 1.790740
biliari doc_1017 3 0.596913
biliari doc_740 6 1.790740
biliari doc_741 6 1.790740
biliari doc_742 1 0.596913
biliari doc_743 3 0.895370
biliari doc_744 3 1.343055
biliari doc_745 3 1.343055
biliari doc_754 2 0.895370
biliari doc_767 1 0.895370
biliari doc_768 3 1.074444
biliari doc_853 3 0.895370
biliari doc_989 1 0.255820
bilio doc_1004 1 0.301452
biliru doc_752 1 1.004840
bilirubin doc_1004 1 0.190559
bilirubin doc_1005 1 0.952794
bilirubin doc_1006 5 1.190993
bilirubin doc_1007 1 0.635196
bilirubin doc_1008 1 0.158799
bilirubin doc_1011 1 0.476397
bilirubin doc_1013 1 0.158799
bilirubin doc_1018 8 1.905588
bilirubin doc_251 2 0.635196
bilirubin doc_745 4 1.905588
bilirubin doc_752 2 1.270392
bilirubin doc_753 1 0.476397
bilirubin doc_765 1 0.476397
bilirubinemia doc_753 1 0.753630
biliti doc_471 1 0.452318
biliti doc_543 1 0.542782
biliverdin doc_765 1 0.753630
biliz doc_581 1 0.231886
bill doc_752 1 1.004840
bimod doc_802 1 0.753630
bin doc_752 1 1.004840
binas doc_361 3 0.904637
binas doc_363 2 1.809274
binat doc_502 1 0.301452
binaur doc_350 1 1.004840
bind doc_336 2 0.579307
bind doc_348 1 0.386205
bind doc_518 1 0.386205
bind doc_549 2 0.926891
bind doc_570 2 0.463445
bine doc_671 1 0.602904
binet doc_626 1 0.602904
binocular doc_363 2 2.009680
binucleata doc_732 2 0.274047
bio doc_486 1 0.603430
bio doc_544 1 0.804573
bio doc_750 1 0.482744
bio doc_834 1 0.301715
bioassay doc_329 1 0.507648
bioassay doc_551 1 0.317280
bioassay doc_591 1 0.634560
biochem doc_185 1 0.635196
biochem doc_25 1 0.317598
biochem doc_301 2 0.635196
biochem doc_328 1 0.476397
biochem doc_376 1 0.381118
biochem doc_387 1 0.272227
biochem doc_449 1 0.476397
biochem doc_465 1 0.381118
biochem doc_623 2 0.762235
biochem doc_661 1 0.381118
biochem doc_680 1 0.381118
biochem doc_81 2 0.423464
biochem doc_861 1 0.381118
biochemist doc_600 1 0.251210
biochemistri doc_52 1 0.846080
biochemistri doc_582 1 0.846080
biochemistri doc_865 1 0.149308
biographi doc_811 1 0.215323
biolog doc_11 2 0.736338
biolog doc_132 3 0.736338
biolog doc_145 2 0.981783
biolog doc_161 1 0.245446
biolog doc_175 1 0.294535
biolog doc_206 1 0.105191
biolog doc_231 1 0.490892
biolog doc_248 1 0.490892
biolog doc_334 1 0.294535
biolog doc_379 1 0.210382
biolog doc_385 1 0.147268
biolog doc_396 1 0.245446
biolog doc_41 2 0.210382
biolog doc_43 1 0.490892
biolog doc_461 1 0.490892
biolog doc_469 1 0.294535
biolog doc_470 1 0.736338
biolog doc_475 1 0.736338
biolog doc_485 1 0.105191
biolog doc_494 1 0.368169
biolog doc_517 3 0.631147
biolog doc_527 1 0.368169
biolog doc_528 2 0.294535
biolog doc_551 3 0.552253
biolog doc_580 1 0.147268
biolog doc_589 1 0.210382
biolog doc_639 2 0.736338
biolog doc_654 1 0.210382
biolog doc_659 1 0.368169
biolog doc_696 1 0.294535
biolog doc_736 1 0.245446
biolog doc_795 1 0.368169
biolog doc_81 2 0.327261
biolog doc_817 1 0.294535
biolog doc_970 1 0.490892
biolog doc_977 1 0.245446
biomorphosi doc_72 2 1.507260
biopsi doc_1007 1 0.581087
biopsi doc_1008 1 0.145272
biopsi doc_1012 1 0.435816
biopsi doc_1013 3 0.435816
biopsi doc_1014 1 1.743262
biopsi doc_23 3 0.747112
biopsi doc_247 1 0.348652
biopsi doc_25 2 0.581087
biopsi doc_26 4 0.996150
biopsi doc_286 1 0.581087
biopsi doc_29 1 0.193696
biopsi doc_394 1 0.174326
biopsi doc_458 5 0.968479
biopsi doc_461 1 0.581087
biopsi doc_60 2 0.581087
biopsi doc_655 1 0.348652
biopsi doc_744 2 0.871631
biopsi doc_775 1 0.290544
biopsi doc_866 1 0.348652
bioptic doc_458 2 0.669893
biosynthesi doc_483 1 0.746155
biosynthesi doc_526 1 0.746155
biosynthesi doc_553 1 0.319781
biosynthesi doc_600 1 0.186539
biosynthesi doc_68 1 0.447693
biosynthesi doc_747 1 0.559616
biotic doc_800 1 1.004840
biparieto doc_353 1 0.502420
biphas doc_564 1 0.339239
biphas doc_880 1 0.452318
biplan doc_380 1 0.334947
bird doc_653 1 1.004840
birth doc_10 1 0.290001
birth doc_1005 2 1.450006
birth doc_1014 1 1.450006
birth doc_1015 1 0.290001
birth doc_1016 1 0.207144
birth doc_1017 1 0.161112
birth doc_12 1 0.207144
birth doc_158 2 0.362501
birth doc_166 1 0.207144
birth doc_188 2 0.483335
birth doc_2 1 0.120834
birth doc_201 2 0.580002
birth doc_205 1 0.207144
birth doc_223 1 0.290001
birth doc_304 1 0.120834
birth doc_330 4 0.828575
birth doc_4 1 0.362501
birth doc_465 2 0.580002
birth doc_488 1 0.241668
birth doc_498 1 0.207144
birth doc_534 1 0.290001
birth doc_599 1 0.241668
birth doc_614 2 0.414287
birth doc_615 1 0.241668
birth doc_636 1 0.483335
birth doc_70 1 0.241668
